Suburb,Type,Price,Result,Seller,Date,Bedroom,Bathroom,Car,Landsize,YearBuilt,CouncilArea,Latitude,Longtitude,RegionName
Elwood,Unit,559000,Passed In,Buxton,17/09/2016,2,1,1,1307,1960,Port Phillip City Council,-37.8838,144.9853,Southern Metropolitan
Elwood,Unit,575000,Passed In,Chisholm,8/10/2016,2,1,0,483,1950,Port Phillip City Council,-37.874,144.9835,Southern Metropolitan
Elwood,House,1050000,Passed In,Chisholm,7/11/2016,3,1,0,257,1920,Port Phillip City Council,-37.881,144.9841,Southern Metropolitan
Elwood,House,878500,Sold,hockingstuart,12/11/2016,3,2,1,75,2002,Port Phillip City Council,-37.8843,144.9917,Southern Metropolitan
Elwood,House,3572000,Sold,Marshall,12/11/2016,4,2,6,737,1915,Port Phillip City Council,-37.8839,144.9831,Southern Metropolitan
Elwood,Townhouse,920000,Passed In,McGrath,27/11/2016,3,2,2,758,2010,Port Phillip City Council,-37.8768,144.9845,Southern Metropolitan
Elwood,Unit,525000,Sold,Wilson,3/12/2016,2,1,1,553,1960,Port Phillip City Council,-37.8802,144.9942,Southern Metropolitan
Elwood,House,1238000,Sold,Buxton,11/02/2017,3,2,1,116,1996,Port Phillip City Council,-37.8789,144.9836,Southern Metropolitan
Elwood,Unit,390000,Passed In,hockingstuart,25/02/2017,1,1,1,644,1960,Port Phillip City Council,-37.8798,144.994,Southern Metropolitan
Elwood,Unit,932000,Sold,Gary,25/02/2017,2,2,1,799,2012,Port Phillip City Council,-37.8818,144.9918,Southern Metropolitan
Elwood,Unit,855000,Sold,hockingstuart,4/03/2017,2,1,1,1966,1960,Port Phillip City Council,-37.8725,144.9848,Southern Metropolitan
Elwood,Unit,1050000,Passed In,Chisholm,4/03/2017,2,2,2,2381,2009,Port Phillip City Council,-37.8831,144.9841,Southern Metropolitan
Elwood,House,1911000,Sold,Marshall,4/03/2017,3,1,2,327,1900,Port Phillip City Council,-37.8846,144.9879,Southern Metropolitan
Elwood,Unit,369000,Sold,hockingstuart,18/03/2017,1,1,1,1547,1970,Port Phillip City Council,-37.8749,144.9903,Southern Metropolitan
Elwood,Unit,687000,Sold Prior,Biggin,8/04/2017,2,1,1,1912,1970,Port Phillip City Council,-37.8795,144.98,Southern Metropolitan
Elwood,Unit,1260000,Sold,hockingstuart,8/04/2017,2,2,2,626,2008,Port Phillip City Council,-37.8865,144.9874,Southern Metropolitan
Elwood,Unit,695000,Sold,hockingstuart,8/04/2017,2,1,1,845,1970,Port Phillip City Council,-37.8888,144.991,Southern Metropolitan
Elwood,House,1520000,Sold,Chisholm,20/05/2017,3,2,1,362,1900,Port Phillip City Council,-37.8772,144.9904,Southern Metropolitan
Elwood,House,2275000,Sold,Biggin,20/05/2017,5,2,1,399,1910,Port Phillip City Council,-37.8777,144.9915,Southern Metropolitan
Elwood,Unit,902000,Sold,RT,27/05/2017,2,1,0,702,1940,Port Phillip City Council,-37.87944,144.99375,Southern Metropolitan
Elwood,House,1410000,Sold,Chisholm,27/05/2017,2,1,1,249,1930,Port Phillip City Council,-37.87964,144.9856,Southern Metropolitan
Elwood,Townhouse,1360000,Sold,hockingstuart,27/05/2017,3,2,2,797,1997,Port Phillip City Council,-37.8867,144.99141,Southern Metropolitan
Elwood,Unit,480000,Sold,McGrath,3/06/2017,2,1,1,1210,1968,Port Phillip City Council,-37.8785,144.99316,Southern Metropolitan
Elwood,Unit,420000,Passed In,Chisholm,3/06/2017,1,1,1,1192,2009,Port Phillip City Council,-37.88306,144.9841,Southern Metropolitan
Elwood,Unit,695500,Sold Prior,Chisholm,3/06/2017,2,1,1,887,1973,Port Phillip City Council,-37.88349,144.98699,Southern Metropolitan
Elwood,House,1800000,Passed In,Gary,24/06/2017,3,2,2,188,2010,Port Phillip City Council,-37.87818,144.98532,Southern Metropolitan
Elwood,Unit,435000,Sold,Wilson,8/07/2017,1,1,1,1192,2009,Port Phillip City Council,-37.88306,144.9841,Southern Metropolitan
Elwood,Unit,630000,Sold,McGrath,22/07/2017,2,1,1,637,1970,Port Phillip City Council,-37.88374,144.98518,Southern Metropolitan
Elwood,Unit,930000,Sold,Chisholm,29/07/2017,2,1,1,837,1930,Port Phillip City Council,-37.87307,144.98635,Southern Metropolitan
Elwood,Unit,720000,Sold,Chisholm,29/07/2017,2,1,2,797,1920,Port Phillip City Council,-37.87449,144.99059,Southern Metropolitan
Elwood,Unit,715000,Sold,Chisholm,29/07/2017,2,1,1,795,2005,Port Phillip City Council,-37.88351,144.99202,Southern Metropolitan
Elwood,House,3175000,Sold,Marshall,12/08/2017,4,2,3,558,1900,Port Phillip City Council,-37.88014,144.99347,Southern Metropolitan
Elwood,Unit,520000,Sold,Biggin,12/08/2017,2,1,1,3256,1970,Port Phillip City Council,-37.87594,144.98833,Southern Metropolitan
Elwood,House,1380000,Sold,hockingstuart,19/08/2017,3,1,2,1730,2001,Port Phillip City Council,-37.8797,144.99089,Southern Metropolitan
Elwood,Unit,670000,Passed In,Chisholm,3/09/2017,2,1,0,643,1950,Port Phillip City Council,-37.87571,144.98702,Southern Metropolitan
Elwood,House,1800000,Passed In,Marshall,16/09/2017,3,2,2,380,1920,Port Phillip City Council,-37.88922,144.9896,Southern Metropolitan
Elwood,House,2280000,Sold,Chisholm,21/10/2017,4,2,1,302,1910,Port Phillip City Council,-37.8784,144.98019,Southern Metropolitan
Elwood,House,2200000,Passed In,Chisholm,21/10/2017,4,2,1,544,1925,Port Phillip City Council,-37.88261,144.98467,Southern Metropolitan
Elwood,House,3200000,Passed In,Chisholm,18/11/2017,5,3,2,433,1910,Port Phillip City Council,-37.8819,144.9934,Southern Metropolitan
Elwood,House,1920000,Passed In,Marshall,3/03/2018,4,3,2,339,1930,Port Phillip City Council,-37.88271,144.99216,Southern Metropolitan
Elwood,House,2450000,Passed In,Chisholm,3/03/2018,3,2,3,548,1928,Port Phillip City Council,-37.88349,144.98711,Southern Metropolitan
Elwood,House,3040000,Sold,Greg,17/03/2018,4,3,2,304,2005,Port Phillip City Council,-37.88731,144.98948,Southern Metropolitan
Emerald,House,462000,Sold,Eview,3/02/2018,1,1,0,1034,1960,Cardinia Shire Council,-37.94625,145.44082,Eastern Victoria
Endeavour Hills,House,625000,Sold Prior,O'Brien,15/07/2017,4,2,2,669,1980,Casey City Council,-37.96466,145.27006,South-Eastern Metropolitan
Endeavour Hills,House,630000,Sold Prior,O'Brien,29/07/2017,3,2,2,581,1985,Casey City Council,-37.98418,145.27178,South-Eastern Metropolitan
Endeavour Hills,House,676000,Sold Prior,O'Brien,29/07/2017,3,2,3,810,1980,Casey City Council,-37.98841,145.26001,South-Eastern Metropolitan
Endeavour Hills,House,656000,Sold,C21,6/01/2018,3,1,2,563,1986,Casey City Council,-37.96982,145.26045,South-Eastern Metropolitan
Endeavour Hills,House,1070000,Sold,One,24/02/2018,6,3,2,800,1997,Casey City Council,-37.97776,145.27613,South-Eastern Metropolitan
Epping,House,500000,Sold,Harcourts,27/05/2017,3,2,2,553,1975,Whittlesea City Council,-37.64463,145.04155,Northern Metropolitan
Epping,House,573000,Sold,Love,27/05/2017,3,2,2,637,1990,Whittlesea City Council,-37.64097,145.05757,Northern Metropolitan
Epping,House,465000,Sold,Harcourts,27/05/2017,3,2,1,606,2005,Whittlesea City Council,-37.62858,145.03735,Northern Metropolitan
Epping,House,545000,Passed In,Barry Plant,27/05/2017,4,2,2,635,1985,Whittlesea City Council,-37.64051,145.05743,Northern Metropolitan
Epping,House,620000,Sold,Harcourts,3/06/2017,3,1,2,606,1975,Whittlesea City Council,-37.64954,145.03648,Northern Metropolitan
Epping,House,650000,Sold,Harcourts,3/06/2017,4,2,2,469,2010,Whittlesea City Council,-37.6248,145.01032,Northern Metropolitan
Epping,House,660000,Sold Prior,Purplebricks,17/06/2017,4,1,3,558,1980,Whittlesea City Council,-37.64666,145.03062,Northern Metropolitan
Epping,House,568000,Sold,Ray,17/06/2017,3,2,2,420,2012,Whittlesea City Council,-37.62145,145.01051,Northern Metropolitan
Epping,House,680000,Sold,Harcourts,17/06/2017,4,2,2,656,1980,Whittlesea City Council,-37.63878,145.05577,Northern Metropolitan
Epping,Unit,437000,Sold,hockingstuart,1/07/2017,2,1,2,351,2000,Whittlesea City Council,-37.65099,145.04663,Northern Metropolitan
Epping,House,417500,Sold,Harcourts,8/07/2017,2,1,1,157,2000,Whittlesea City Council,-37.64827,145.05317,Northern Metropolitan
Epping,House,600000,Sold,Love,15/07/2017,3,1,2,524,1970,Whittlesea City Council,-37.64273,145.03751,Northern Metropolitan
Epping,House,630000,Sold,Ray,15/07/2017,3,2,2,388,2012,Whittlesea City Council,-37.62864,145.02265,Northern Metropolitan
Epping,House,565000,Sold,Ray,15/07/2017,4,2,2,548,1985,Whittlesea City Council,-37.64386,145.04817,Northern Metropolitan
Epping,House,658000,Passed In,hockingstuart,29/07/2017,4,2,2,571,1997,Whittlesea City Council,-37.63762,145.03539,Northern Metropolitan
Epping,House,500000,Sold,Darren,29/07/2017,3,2,2,321,2011,Whittlesea City Council,-37.63169,145.03135,Northern Metropolitan
Epping,House,560000,Sold,HAR,29/07/2017,3,2,1,390,2007,Whittlesea City Council,-37.62882,145.00979,Northern Metropolitan
Epping,Unit,503000,Sold,Love,29/07/2017,2,2,2,214,2000,Whittlesea City Council,-37.65151,145.02815,Northern Metropolitan
Epping,House,550000,Sold Prior,Barry Plant,12/08/2017,4,2,2,400,2011,Whittlesea City Council,-37.62114,144.99715,Northern Metropolitan
Epping,House,556000,Sold,hockingstuart,12/08/2017,3,1,1,525,1980,Whittlesea City Council,-37.64421,145.03773,Northern Metropolitan
Epping,House,678000,Sold,hockingstuart,19/08/2017,3,1,2,553,1980,Whittlesea City Council,-37.65701,145.02621,Northern Metropolitan
Epping,House,595000,Sold,hockingstuart,26/08/2017,3,1,2,536,1980,Whittlesea City Council,-37.64972,145.04086,Northern Metropolitan
Epping,House,810000,Sold,Barry Plant,26/08/2017,4,2,4,854,1995,Whittlesea City Council,-37.63904,145.0589,Northern Metropolitan
Epping,House,375000,Sold Prior,RW,9/09/2017,3,1,1,167,2011,Whittlesea City Council,-37.63011,145.02936,Northern Metropolitan
Epping,House,641000,Sold,Barry Plant,9/09/2017,3,2,2,535,1970,Whittlesea City Council,-37.64372,145.03761,Northern Metropolitan
Epping,House,646000,Sold,Love,23/09/2017,3,2,2,716,1979,Whittlesea City Council,-37.64206,145.03703,Northern Metropolitan
Epping,House,625000,Sold,Barry Plant,23/09/2017,3,1,2,534,1990,Whittlesea City Council,-37.65843,145.03091,Northern Metropolitan
Epping,House,621000,Sold,Ray,14/10/2017,4,2,2,614,2006,Whittlesea City Council,-37.63291,145.03706,Northern Metropolitan
Epping,House,631000,Sold,Love,14/10/2017,3,1,1,555,1966,Whittlesea City Council,-37.64294,145.02765,Northern Metropolitan
Epping,House,711000,Sold Prior,Love,21/10/2017,4,2,2,530,1993,Whittlesea City Council,-37.63722,145.04183,Northern Metropolitan
Epping,Unit,625000,Sold,HAR,28/10/2017,3,1,1,592,1970,Whittlesea City Council,-37.64127,145.05032,Northern Metropolitan
Epping,House,656000,Sold,RW,28/10/2017,4,1,2,570,1980,Whittlesea City Council,-37.64907,145.04282,Northern Metropolitan
Epping,House,480200,Sold Prior,RW,25/11/2017,3,2,1,209,2014,Whittlesea City Council,-37.6346,145.0386,Northern Metropolitan
Epping,House,606000,Sold,Love,25/11/2017,3,2,2,592,1979,Whittlesea City Council,-37.6439,145.0432,Northern Metropolitan
Epping,House,619000,Sold,Barry Plant,9/12/2017,3,1,2,124,1970,Whittlesea City Council,-37.65986,145.03278,Northern Metropolitan
Epping,House,552000,Sold,Ray,9/12/2017,3,1,1,566,1990,Whittlesea City Council,-37.64692,145.05217,Northern Metropolitan
Epping,House,432000,Sold,Ray,6/01/2018,2,1,1,225,1995,Whittlesea City Council,-37.64511,145.04145,Northern Metropolitan
Epping,House,611000,Sold Prior,HAR,6/01/2018,4,2,2,510,2000,Whittlesea City Council,-37.63751,145.03896,Northern Metropolitan
Epping,House,775000,Sold,Ray,27/01/2018,4,2,2,617,2008,Whittlesea City Council,-37.62702,145.02508,Northern Metropolitan
Epping,House,616000,Sold,Barry Plant,17/02/2018,3,1,1,570,1975,Whittlesea City Council,-37.65149,145.03678,Northern Metropolitan
Epping,House,585000,Sold,Love,24/02/2018,3,1,2,572,1985,Whittlesea City Council,-37.64763,145.04872,Northern Metropolitan
Epping,House,620000,Sold,HAR,24/02/2018,3,1,2,527,1980,Whittlesea City Council,-37.64162,145.03814,Northern Metropolitan
Epping,House,681000,Sold Prior,Stockdale,24/02/2018,4,3,2,350,2008,Whittlesea City Council,-37.63014,145.02428,Northern Metropolitan
Epping,House,795000,Passed In,Nelson,24/02/2018,4,2,4,672,1996,Whittlesea City Council,-37.65491,145.02649,Northern Metropolitan
Epping,House,560000,Sold,Love,24/02/2018,3,1,2,536,1985,Whittlesea City Council,-37.6471,145.03752,Northern Metropolitan
Epping,House,530000,Sold,HAR,24/02/2018,3,1,2,536,1983,Whittlesea City Council,-37.64822,145.03767,Northern Metropolitan
Epping,House,600000,Sold,hockingstuart,3/03/2018,3,2,2,461,2010,Whittlesea City Council,-37.62844,145.00884,Northern Metropolitan
Epping,House,670000,Sold,HAR,3/03/2018,5,2,2,612,2001,Whittlesea City Council,-37.63594,145.03306,Northern Metropolitan
Epping,House,589500,Sold,Ray,10/03/2018,3,1,2,545,1985,Whittlesea City Council,-37.64249,145.05521,Northern Metropolitan
Epping,House,720500,Sold,Ray,17/03/2018,5,2,2,349,2010,Whittlesea City Council,-37.62727,145.01607,Northern Metropolitan
Epping,House,680000,Sold,HAR,17/03/2018,4,2,2,578,2006,Whittlesea City Council,-37.62765,145.03726,Northern Metropolitan
Epping,House,670000,Sold,HAR,17/03/2018,3,2,2,691,1970,Whittlesea City Council,-37.65801,145.02683,Northern Metropolitan
Epping,House,692500,Sold,HAR,17/03/2018,3,2,2,492,2011,Whittlesea City Council,-37.62499,145.00937,Northern Metropolitan
Epping,House,820000,Passed In,McGrath,17/03/2018,4,3,4,568,2005,Whittlesea City Council,-37.6276,145.02992,Northern Metropolitan
Epping,House,685000,Sold Prior,Raine,17/03/2018,4,2,4,612,2005,Whittlesea City Council,-37.63074,145.03642,Northern Metropolitan
Epping,House,649000,Sold,hockingstuart,17/03/2018,4,2,2,376,2010,Whittlesea City Council,-37.62918,145.00855,Northern Metropolitan
Essendon,House,911000,Sold,Rendina,4/02/2016,3,2,2,225,2008,Moonee Valley City Council,-37.7454,144.8987,Western Metropolitan
Essendon,House,1575000,Passed In,Brad,16/04/2016,5,3,2,700,1988,Moonee Valley City Council,-37.7461,144.9173,Western Metropolitan
Essendon,House,1467000,Sold,Brad,16/04/2016,3,2,1,683,1920,Moonee Valley City Council,-37.7439,144.9195,Western Metropolitan
Essendon,House,890000,Passed In,Nelson,16/04/2016,2,1,1,649,1950,Moonee Valley City Council,-37.7445,144.9133,Western Metropolitan
Essendon,House,1130000,Sold Prior,Barry Plant,7/05/2016,2,1,1,646,1950,Moonee Valley City Council,-37.7502,144.8923,Western Metropolitan
Essendon,Townhouse,1000000,Passed In,Brad,14/05/2016,3,2,1,291,2013,Moonee Valley City Council,-37.7499,144.8927,Western Metropolitan
Essendon,House,1100000,Passed In,Nelson,4/06/2016,3,2,1,789,1890,Moonee Valley City Council,-37.7558,144.9073,Western Metropolitan
Essendon,House,1800000,Sold,Nelson,4/06/2016,3,2,2,648,1910,Moonee Valley City Council,-37.7493,144.9112,Western Metropolitan
Essendon,House,855000,Sold,Nelson,12/06/2016,3,1,2,396,1950,Moonee Valley City Council,-37.7484,144.8907,Western Metropolitan
Essendon,Townhouse,750000,Passed In,Brad,18/06/2016,3,1,1,253,1997,Moonee Valley City Council,-37.7397,144.898,Western Metropolitan
Essendon,Unit,645000,Sold Prior,Nelson,27/06/2016,2,1,1,170,1994,Moonee Valley City Council,-37.7475,144.8959,Western Metropolitan
Essendon,House,870000,Passed In,Nelson,16/07/2016,3,1,2,319,1920,Moonee Valley City Council,-37.7555,144.9118,Western Metropolitan
Essendon,House,1625000,Sold,Nelson,26/07/2016,3,2,1,858,1938,Moonee Valley City Council,-37.7417,144.8961,Western Metropolitan
Essendon,Townhouse,1250000,Passed In,Frank,6/08/2016,3,3,2,374,2015,Moonee Valley City Council,-37.7507,144.8911,Western Metropolitan
Essendon,Townhouse,650000,Sold,Barry Plant,13/08/2016,3,2,1,160,1985,Moonee Valley City Council,-37.7403,144.8989,Western Metropolitan
Essendon,House,1290000,Sold,Nelson,28/08/2016,3,1,1,618,1960,Moonee Valley City Council,-37.7442,144.9249,Western Metropolitan
Essendon,House,1270000,Passed In,Nelson,28/08/2016,3,2,2,411,1996,Moonee Valley City Council,-37.757,144.9251,Western Metropolitan
Essendon,House,1445000,Sold,Nelson,28/08/2016,3,2,1,400,1910,Moonee Valley City Council,-37.7542,144.9117,Western Metropolitan
Essendon,House,1113000,Sold,Brad,28/08/2016,3,1,2,533,1950,Moonee Valley City Council,-37.7509,144.8922,Western Metropolitan
Essendon,House,1425000,Sold,Jellis,3/09/2016,3,2,2,684,1950,Moonee Valley City Council,-37.7585,144.9317,Western Metropolitan
Essendon,Unit,660000,Sold,Barry Plant,3/09/2016,2,1,1,263,1980,Moonee Valley City Council,-37.7418,144.8977,Western Metropolitan
Essendon,House,1160000,Sold,Nelson,10/09/2016,4,3,2,256,2015,Moonee Valley City Council,-37.7527,144.8957,Western Metropolitan
Essendon,House,1134000,Sold,Barry Plant,17/09/2016,3,1,1,551,1950,Moonee Valley City Council,-37.7571,144.9335,Western Metropolitan
Essendon,Unit,650000,Sold,Nelson,17/09/2016,2,1,1,156,1994,Moonee Valley City Council,-37.746,144.9153,Western Metropolitan
Essendon,House,1065000,Passed In,Nelson,17/09/2016,2,1,2,477,1960,Moonee Valley City Council,-37.7503,144.911,Western Metropolitan
Essendon,House,1610000,Sold,Hodges,17/09/2016,4,2,2,601,2010,Moonee Valley City Council,-37.7434,144.9256,Western Metropolitan
Essendon,Unit,405000,Sold,Nelson,24/09/2016,2,1,1,121,1970,Moonee Valley City Council,-37.7401,144.8923,Western Metropolitan
Essendon,Unit,740000,Sold,Nelson,24/09/2016,2,1,1,250,1988,Moonee Valley City Council,-37.7457,144.9061,Western Metropolitan
Essendon,House,2800000,Passed In,Nelson,8/10/2016,5,4,6,877,2005,Moonee Valley City Council,-37.7491,144.9002,Western Metropolitan
Essendon,Townhouse,720000,Sold,Frank,15/10/2016,3,1,2,190,1999,Moonee Valley City Council,-37.7418,144.8918,Western Metropolitan
Essendon,House,1635000,Passed In,Nelson,15/10/2016,4,1,2,638,1900,Moonee Valley City Council,-37.7523,144.9052,Western Metropolitan
Essendon,House,1001000,Sold,Jellis,15/10/2016,2,1,2,244,1915,Moonee Valley City Council,-37.7543,144.9307,Western Metropolitan
Essendon,House,1467000,Sold,Greg,7/11/2016,3,2,2,188,1900,Moonee Valley City Council,-37.7532,144.9178,Western Metropolitan
Essendon,House,1275000,Sold,Brad,12/11/2016,4,2,2,503,2008,Moonee Valley City Council,-37.7513,144.8925,Western Metropolitan
Essendon,House,1590000,Sold,Nelson,12/11/2016,4,3,1,475,2007,Moonee Valley City Council,-37.7418,144.8938,Western Metropolitan
Essendon,House,1385000,Sold,McDonald,12/11/2016,3,2,1,619,1930,Moonee Valley City Council,-37.7543,144.9318,Western Metropolitan
Essendon,House,1600000,Sold Prior,Brad,19/11/2016,4,3,1,519,1930,Moonee Valley City Council,-37.7517,144.9086,Western Metropolitan
Essendon,House,1535000,Sold Prior,Nelson,19/11/2016,4,1,2,638,1900,Moonee Valley City Council,-37.7523,144.9052,Western Metropolitan
Essendon,Unit,872000,Sold,Nelson,27/11/2016,3,1,1,862,1970,Moonee Valley City Council,-37.7399,144.8964,Western Metropolitan
Essendon,Unit,440000,Sold,Brad,27/11/2016,2,1,1,1011,1970,Moonee Valley City Council,-37.7556,144.9132,Western Metropolitan
Essendon,House,1811000,Sold,Nelson,27/11/2016,5,3,2,657,1930,Moonee Valley City Council,-37.7548,144.9098,Western Metropolitan
Essendon,House,1295000,Passed In,Nelson,3/12/2016,3,1,3,688,1930,Moonee Valley City Council,-37.7578,144.9317,Western Metropolitan
Essendon,Townhouse,595000,Sold,Frank,3/12/2016,2,1,2,752,1990,Moonee Valley City Council,-37.7553,144.9302,Western Metropolitan
Essendon,House,2620000,Sold,Brad,10/12/2016,6,4,2,860,1930,Moonee Valley City Council,-37.7484,144.9025,Western Metropolitan
Essendon,House,1226000,Sold,Nelson,10/12/2016,3,1,3,533,1955,Moonee Valley City Council,-37.7462,144.8953,Western Metropolitan
Essendon,House,1402000,Sold,Nelson,11/02/2017,4,2,1,554,1940,Moonee Valley City Council,-37.7508,144.8937,Western Metropolitan
Essendon,House,897000,Sold,Frank,11/02/2017,3,1,2,226,2000,Moonee Valley City Council,-37.7393,144.8931,Western Metropolitan
Essendon,Unit,691000,Sold Prior,Brad,25/02/2017,2,1,1,201,1995,Moonee Valley City Council,-37.7454,144.928,Western Metropolitan
Essendon,House,2355000,Sold,McDonald,25/02/2017,4,2,3,715,1920,Moonee Valley City Council,-37.7582,144.9128,Western Metropolitan
Essendon,House,1560000,Sold,Barry Plant,25/02/2017,4,1,2,650,1950,Moonee Valley City Council,-37.7452,144.8941,Western Metropolitan
Essendon,House,900000,Sold Prior,Nelson,4/03/2017,4,2,1,288,1980,Moonee Valley City Council,-37.7562,144.9286,Western Metropolitan
Essendon,Unit,702500,Sold,Nelson,4/03/2017,2,1,1,168,2008,Moonee Valley City Council,-37.758,144.9311,Western Metropolitan
Essendon,House,960000,Sold,Brad,4/03/2017,3,1,2,549,1950,Moonee Valley City Council,-37.7479,144.8931,Western Metropolitan
Essendon,House,1670000,Sold,Nelson,4/03/2017,4,2,1,291,1920,Moonee Valley City Council,-37.7544,144.9325,Western Metropolitan
Essendon,House,930000,Sold,Barry Plant,18/03/2017,2,1,2,225,1990,Moonee Valley City Council,-37.7548,144.9113,Western Metropolitan
Essendon,House,1470000,Sold,Nelson,18/03/2017,3,1,1,687,2016,Moonee Valley City Council,-37.7442,144.9045,Western Metropolitan
Essendon,Unit,700000,Sold,Nelson,22/04/2017,3,1,1,227,2005,Moonee Valley City Council,-37.7496,144.892,Western Metropolitan
Essendon,House,960000,Passed In,Barry Plant,22/04/2017,3,2,1,411,1990,Moonee Valley City Council,-37.7544,144.8986,Western Metropolitan
Essendon,House,350000,Passed In,Jellis,22/04/2017,1,1,1,46,1970,Moonee Valley City Council,-37.7515,144.9125,Western Metropolitan
Essendon,Unit,426500,Sold,Brad,29/04/2017,1,1,1,62,1960,Moonee Valley City Council,-37.7578,144.9134,Western Metropolitan
Essendon,House,1652000,Sold,Brad,20/05/2017,5,2,1,697,1920,Moonee Valley City Council,-37.7459,144.9159,Western Metropolitan
Essendon,House,1131000,Sold,Frank,20/05/2017,3,1,1,387,1900,Moonee Valley City Council,-37.755,144.9272,Western Metropolitan
Essendon,Unit,310000,Sold Prior,Brad,20/05/2017,1,1,1,845,1977,Moonee Valley City Council,-37.7469,144.9206,Western Metropolitan
Essendon,House,1980000,Sold,Barry Plant,27/05/2017,2,1,6,856,1950,Moonee Valley City Council,-37.74022,144.89557,Western Metropolitan
Essendon,Townhouse,830000,Passed In,Nelson,27/05/2017,3,2,1,176,2011,Moonee Valley City Council,-37.74936,144.89669,Western Metropolitan
Essendon,House,886000,Sold,Nelson,27/05/2017,3,2,1,173,2007,Moonee Valley City Council,-37.75382,144.89167,Western Metropolitan
Essendon,House,1025000,Sold,Nelson,3/06/2017,3,2,2,203,2016,Moonee Valley City Council,-37.75582,144.91061,Western Metropolitan
Essendon,House,1320000,Sold,Rendina,3/06/2017,3,2,1,276,1910,Moonee Valley City Council,-37.75126,144.89558,Western Metropolitan
Essendon,Unit,786000,Sold,Nelson,3/06/2017,3,2,1,138,1982,Moonee Valley City Council,-37.75284,144.90975,Western Metropolitan
Essendon,House,2210000,Sold,Brad,3/06/2017,5,3,2,590,1880,Moonee Valley City Council,-37.75511,144.90935,Western Metropolitan
Essendon,Unit,580000,Sold,Barry Plant,17/06/2017,2,1,1,921,1970,Moonee Valley City Council,-37.74904,144.90668,Western Metropolitan
Essendon,House,1100000,Passed In,Brad,17/06/2017,3,3,2,255,2007,Moonee Valley City Council,-37.7468,144.92033,Western Metropolitan
Essendon,House,1195000,Sold,Jellis,17/06/2017,2,1,1,337,1940,Moonee Valley City Council,-37.7545,144.91194,Western Metropolitan
Essendon,House,1155000,Passed In,Brad,17/06/2017,4,1,3,616,1900,Moonee Valley City Council,-37.75728,144.90723,Western Metropolitan
Essendon,House,1200000,Sold,Nelson,24/06/2017,2,1,2,470,1937,Moonee Valley City Council,-37.75225,144.90462,Western Metropolitan
Essendon,Unit,930000,Sold,Brad,24/06/2017,3,2,1,223,2002,Moonee Valley City Council,-37.74566,144.89346,Western Metropolitan
Essendon,House,1398000,Sold Prior,Barry Plant,8/07/2017,3,2,1,445,1960,Moonee Valley City Council,-37.75621,144.93401,Western Metropolitan
Essendon,House,2165000,Sold,Nelson,12/08/2017,4,2,3,951,1930,Moonee Valley City Council,-37.74997,144.90752,Western Metropolitan
Essendon,House,1500000,Sold,Nelson,12/08/2017,4,2,2,465,1940,Moonee Valley City Council,-37.75178,144.89876,Western Metropolitan
Essendon,House,1600000,Sold,Nelson,19/08/2017,4,4,3,543,2015,Moonee Valley City Council,-37.74633,144.89644,Western Metropolitan
Essendon,House,2335000,Sold Prior,Barry Plant,26/08/2017,5,2,6,1012,1915,Moonee Valley City Council,-37.74967,144.8977,Western Metropolitan
Essendon,House,1580000,Passed In,Frank,26/08/2017,3,2,1,665,1886,Moonee Valley City Council,-37.75238,144.92249,Western Metropolitan
Essendon,Townhouse,1185000,Sold,Barry Plant,3/09/2017,4,3,1,205,2010,Moonee Valley City Council,-37.74588,144.927,Western Metropolitan
Essendon,House,2100000,Passed In,Nelson,3/09/2017,4,2,3,920,1990,Moonee Valley City Council,-37.7554,144.92351,Western Metropolitan
Essendon,Townhouse,770000,Passed In,Nelson,16/09/2017,3,1,1,116,2001,Moonee Valley City Council,-37.73899,144.89291,Western Metropolitan
Essendon,House,1150000,Sold,Brad,16/09/2017,3,1,2,658,1950,Moonee Valley City Council,-37.75009,144.89271,Western Metropolitan
Essendon,House,1150000,Passed In,Nelson,14/10/2017,6,3,2,423,1995,Moonee Valley City Council,-37.74559,144.92351,Western Metropolitan
Essendon,Townhouse,900000,Passed In,McDonald,14/10/2017,3,2,2,320,2006,Moonee Valley City Council,-37.74617,144.91991,Western Metropolitan
Essendon,House,2520000,Sold,Nelson,21/10/2017,4,3,2,836,2006,Moonee Valley City Council,-37.74228,144.90228,Western Metropolitan
Essendon,House,1507000,Sold,Nelson,28/10/2017,4,2,2,558,1925,Moonee Valley City Council,-37.74476,144.92504,Western Metropolitan
Essendon,House,1110000,Sold,Nelson,18/11/2017,3,1,2,572,1950,Moonee Valley City Council,-37.7526,144.8911,Western Metropolitan
Essendon,House,2455000,Sold,Frank,18/11/2017,4,2,3,766,1920,Moonee Valley City Council,-37.7585,144.9122,Western Metropolitan
Essendon,House,2500000,Passed In,Brad,18/11/2017,6,3,5,1212,1970,Moonee Valley City Council,-37.7457,144.9149,Western Metropolitan
Essendon,Townhouse,1731000,Sold,Barry Plant,25/11/2017,4,4,2,465,1970,Moonee Valley City Council,-37.7418,144.8949,Western Metropolitan
Essendon,House,2200000,Sold,Nelson,6/01/2018,5,3,2,664,1930,Moonee Valley City Council,-37.74294,144.915,Western Metropolitan
Essendon,House,1715000,Sold,Rendina,10/02/2018,3,1,2,580,1950,Moonee Valley City Council,-37.74439,144.923,Western Metropolitan
